id,neighbourhood_group,latitude,longitude,room_type,price
28431734,Staten Island,40.54312,-74.17388,Private room,41
28609705,Staten Island,40.61088,-74.07327,Entire home/apt,200
28671992,Staten Island,40.63311,-74.07936,Private room,55
28840001,Staten Island,40.62448,-74.08317,Entire home/apt,89
28909477,Staten Island,40.61595,-74.08535,Shared room,150
28927140,Staten Island,40.59972,-74.07701,Private room,35
28927290,Staten Island,40.59934,-74.07836,Private room,35
29380907,Staten Island,40.58303,-74.09271,Entire home/apt,85
29393457,Staten Island,40.58639,-74.08943,Private room,100
29410055,Staten Island,40.60816,-74.07634,Entire home/apt,90
29431457,Staten Island,40.58392,-74.1078,Entire home/apt,62
29439494,Staten Island,40.60367,-74.0695,Entire home/apt,200
29455519,Staten Island,40.617,-74.16485,Private room,80
29517676,Staten Island,40.62625,-74.11109,Private room,80
29635732,Staten Island,40.62743,-74.12261,Entire home/apt,140
29660984,Staten Island,40.56028,-74.10678,Private room,46
29701014,Staten Island,40.62692,-74.1299,Entire home/apt,109
29828614,Staten Island,40.63304,-74.09244,Private room,90
30037932,Staten Island,40.62917,-74.08619,Entire home/apt,120
30082958,Staten Island,40.58415,-74.10503,Entire home/apt,70
30202750,Staten Island,40.64682,-74.08575,Entire home/apt,86
30250766,Staten Island,40.61438,-74.0664,Entire home/apt,138
30291704,Staten Island,40.58952,-74.15587,Entire home/apt,119
30449094,Staten Island,40.59107,-74.07061,Private room,65
30852891,Staten Island,40.64762,-74.08682,Entire home/apt,135
30877996,Staten Island,40.58957,-74.07666,Entire home/apt,100
30962509,Staten Island,40.63448,-74.07837,Private room,85
31103559,Staten Island,40.58796,-74.07205,Private room,65
31112840,Staten Island,40.59164,-74.08197,Private room,55
31193843,Staten Island,40.63489,-74.07967,Private room,69
31209400,Staten Island,40.63531,-74.15789,Entire home/apt,130
31218310,Staten Island,40.56662,-74.10444,Private room,40
31253968,Staten Island,40.63584,-74.08542,Private room,35
31365591,Staten Island,40.64118,-74.08401,Private room,100
31416916,Staten Island,40.63515,-74.07929,Private room,85
31560479,Staten Island,40.63474,-74.07758,Private room,57
31717883,Staten Island,40.60228,-74.08324,Private room,75
31898844,Staten Island,40.53982,-74.1728,Entire home/apt,75
31900179,Staten Island,40.53987,-74.17258,Entire home/apt,100
31957975,Staten Island,40.61588,-74.06711,Entire home/apt,100
32206003,Staten Island,40.57974,-74.10989,Private room,30
32214892,Staten Island,40.62373,-74.11773,Private room,150
32239170,Staten Island,40.60525,-74.06745,Entire home/apt,300
32381165,Staten Island,40.6279,-74.08202,Entire home/apt,275
32502180,Staten Island,40.54857,-74.17628,Entire home/apt,83
32523519,Staten Island,40.63285,-74.0778,Entire home/apt,125
32545866,Staten Island,40.63763,-74.08268,Private room,100
32695204,Staten Island,40.59809,-74.0656,Entire home/apt,150
32795950,Staten Island,40.6396,-74.1661,Private room,63
32890299,Staten Island,40.63894,-74.08069,Private room,100
32912783,Staten Island,40.63476,-74.0894,Private room,55
32918029,Staten Island,40.63517,-74.13352,Private room,52
32956331,Staten Island,40.62493,-74.08318,Entire home/apt,100
33097219,Staten Island,40.61572,-74.08901,Entire home/apt,300
33212719,Staten Island,40.63211,-74.12557,Entire home/apt,85
33241498,Staten Island,40.61035,-74.11711,Entire home/apt,78
33242348,Staten Island,40.60991,-74.11577,Private room,50
33275070,Staten Island,40.551050000000004,-74.1366,Entire home/apt,55
33398529,Staten Island,40.57857,-74.09152,Private room,65
33509538,Staten Island,40.64015,-74.08127,Entire home/apt,99
33519749,Staten Island,40.64098,-74.0935,Entire home/apt,249
33574976,Staten Island,40.6105,-74.09132,Entire home/apt,115
33589352,Staten Island,40.57882,-74.09197,Private room,49
33638326,Staten Island,40.597,-74.08778,Shared room,29
33654480,Staten Island,40.64448,-74.08485,Entire home/apt,68
33689398,Staten Island,40.5788,-74.09155,Private room,37
33760723,Staten Island,40.55762,-74.19626,Entire home/apt,70
33804180,Staten Island,40.52293,-74.21238,Entire home/apt,85
33914554,Staten Island,40.61041,-74.11593,Entire home/apt,135
34154797,Staten Island,40.58802,-74.08855,Private room,50
34255438,Staten Island,40.58111,-74.15933,Entire home/apt,150
34256727,Staten Island,40.57568,-74.09522,Entire home/apt,115
34258883,Staten Island,40.57801,-74.10869,Private room,29
34312163,Staten Island,40.56033,-74.11953,Private room,65
34368051,Staten Island,40.56054,-74.12004,Entire home/apt,130
34370296,Staten Island,40.59318,-74.08594,Private room,99
34390686,Staten Island,40.63443,-74.07573,Private room,50
34396747,Staten Island,40.55908,-74.11992,Private room,65
34443205,Staten Island,40.61471,-74.06679,Entire home/apt,135
34544599,Staten Island,40.64535,-74.09255,Private room,55
34652720,Staten Island,40.57825,-74.10902,Entire home/apt,75
34835762,Staten Island,40.53076,-74.20295,Entire home/apt,1250
34844071,Staten Island,40.57503,-74.09523,Entire home/apt,61
34858865,Staten Island,40.53939,-74.15389,Entire home/apt,299
34870577,Staten Island,40.63136,-74.12559,Shared room,13
34888503,Staten Island,40.50943,-74.24442,Entire home/apt,70
34945914,Staten Island,40.58647,-74.15954,Entire home/apt,68
35042440,Staten Island,40.6357,-74.15478,Entire home/apt,80
35069416,Staten Island,40.60625,-74.089,Shared room,30
35164652,Staten Island,40.59125,-74.08047,Entire home/apt,195
35224304,Staten Island,40.61569,-74.08957,Entire home/apt,125
35262025,Staten Island,40.60585,-74.13331,Private room,49
35310420,Staten Island,40.63911,-74.08376,Entire home/apt,48
35455986,Staten Island,40.62845,-74.12294,Entire home/apt,99
35489384,Staten Island,40.50641,-74.23059,Entire home/apt,75
35516587,Staten Island,40.56153,-74.10047,Entire home/apt,109
35619073,Staten Island,40.64332,-74.07812,Entire home/apt,100
35683776,Staten Island,40.63772,-74.08315,Private room,42
35732847,Staten Island,40.63281,-74.09132,Private room,50
35785973,Staten Island,40.5949,-74.07084,Entire home/apt,199
35840369,Staten Island,40.64244,-74.08494,Entire home/apt,78
35901040,Staten Island,40.63207,-74.11406,Entire home/apt,190
36097705,Staten Island,40.61674,-74.10169,Entire home/apt,175
36154148,Staten Island,40.59436,-74.16345,Private room,50
36154590,Staten Island,40.59475,-74.1637,Private room,50
36202006,Staten Island,40.6011,-74.0783,Shared room,30
36233195,Staten Island,40.6283,-74.08645,Private room,60
36237529,Staten Island,40.6075,-74.07979,Private room,65
36267546,Staten Island,40.56506,-74.1024,Private room,40
36270376,Staten Island,40.64005,-74.07987,Entire home/apt,100
36310353,Staten Island,40.62878,-74.07301,Entire home/apt,450
36355110,Staten Island,40.61283,-74.06625,Private room,54
36438336,Staten Island,40.54179,-74.14275,Private room,235
