id,neighbourhood_group,latitude,longitude,room_type,price
19659874,Bronx,40.81133,-73.92356,Entire home/apt,100
19661733,Bronx,40.85152,-73.86121,Private room,39
19682018,Bronx,40.89785,-73.86977,Shared room,70
19698169,Bronx,40.88671,-73.9151,Private room,2500
19718634,Bronx,40.83561,-73.91108,Entire home/apt,58
19743272,Bronx,40.85167,-73.92144,Private room,50
19758402,Bronx,40.85306,-73.78948,Entire home/apt,85
19760163,Bronx,40.84932,-73.85883,Private room,35
19786465,Bronx,40.81699,-73.86741,Private room,80
19789620,Bronx,40.87896,-73.90674,Private room,75
19823964,Bronx,40.85961,-73.89031,Shared room,110
19843731,Bronx,40.82164,-73.90163,Private room,65
19867930,Bronx,40.83914,-73.78158,Private room,80
19877706,Bronx,40.83507,-73.9104,Entire home/apt,72
19886609,Bronx,40.84024,-73.85836,Private room,45
19925397,Bronx,40.84899,-73.90375,Entire home/apt,250
19974905,Bronx,40.83805,-73.85867,Shared room,26
19999527,Bronx,40.83384,-73.8863,Private room,65
20014072,Bronx,40.85145,-73.86129,Private room,29
20124372,Bronx,40.81005,-73.91977,Private room,40
20133468,Bronx,40.83336,-73.88636,Private room,75
20149318,Bronx,40.85527,-73.86719,Private room,35
20171599,Bronx,40.83758,-73.84382,Entire home/apt,72
20176000,Bronx,40.88032,-73.85877,Private room,45
20232745,Bronx,40.85634,-73.86633,Private room,45
20235591,Bronx,40.90734,-73.90137,Private room,119
20308615,Bronx,40.82406,-73.8934,Entire home/apt,155
20316497,Bronx,40.88667,-73.91494,Private room,600
20330081,Bronx,40.88515,-73.91411,Shared room,800
20333471,Bronx,40.83296,-73.88668,Private room,0
20385467,Bronx,40.8372,-73.84345,Entire home/apt,70
20395608,Bronx,40.83243,-73.88608,Private room,55
20435714,Bronx,40.88304,-73.88278,Entire home/apt,58
20437233,Bronx,40.83556,-73.91098,Private room,70
20454481,Bronx,40.88165,-73.90633,Entire home/apt,100
20480983,Bronx,40.81941,-73.92762,Entire home/apt,69
20541715,Bronx,40.85031,-73.90102,Entire home/apt,105
